0000000; 2025-01-07T19:59:47.9188438+03:00; 17:00:02.80 GPS; 54 град 39.54486 мин СШ; 020 град 39.18255 мин ВД; -1;
0000000; 2025-01-07T19:59:48.0052127+03:00; 17:00:02.90 GPS; 54 град 39.54486 мин СШ; 020 град 39.18255 мин ВД; 0,000665;
0000000; 2025-01-07T19:59:48.1017663+03:00; 17:00:03.00 GPS; 54 град 39.54486 мин СШ; 020 град 39.18255 мин ВД; 0,000663;
0000000; 2025-01-07T19:59:48.2183476+03:00; 17:00:03.10 GPS; 54 град 39.54486 мин СШ; 020 град 39.18254 мин ВД; 0,000660;
0000000; 2025-01-07T19:59:48.3117845+03:00; 17:00:03.20 GPS; 54 град 39.54486 мин СШ; 020 град 39.18252 мин ВД; 0,000696;
0000000; 2025-01-07T19:59:48.4156680+03:00; 17:00:03.30 GPS; 54 град 39.54486 мин СШ; 020 град 39.18251 мин ВД; 0,000673;
0000000; 2025-01-07T19:59:48.5087626+03:00; 17:00:03.40 GPS; 54 град 39.54485 мин СШ; 020 град 39.18250 мин ВД; 0,000678;
0000000; 2025-01-07T19:59:48.6276130+03:00; 17:00:03.50 GPS; 54 град 39.54486 мин СШ; 020 град 39.18249 мин ВД; 0,000672;
0000000; 2025-01-07T19:59:48.7138270+03:00; 17:00:03.60 GPS; 54 град 39.54486 мин СШ; 020 град 39.18248 мин ВД; 0,000678;
0000000; 2025-01-07T19:59:48.8182256+03:00; 17:00:03.70 GPS; 54 град 39.54486 мин СШ; 020 град 39.18247 мин ВД; 0,000674;
0000000; 2025-01-07T19:59:48.9074110+03:00; 17:00:03.80 GPS; 54 град 39.54485 мин СШ; 020 град 39.18246 мин ВД; 0,000668;
0000000; 2025-01-07T19:59:49.0078916+03:00; 17:00:03.90 GPS; 54 град 39.54485 мин СШ; 020 град 39.18245 мин ВД; 0,000687;
0000000; 2025-01-07T19:59:49.1025763+03:00; 17:00:04.00 GPS; 54 град 39.54485 мин СШ; 020 град 39.18245 мин ВД; 0,000684;
0000000; 2025-01-07T19:59:49.2282440+03:00; 17:00:04.10 GPS; 54 град 39.54486 мин СШ; 020 град 39.18247 мин ВД; 0,000677;
